Algorithm;TimeMs;PathLength;Rotations;Success;Step;Manhattan
Camel;1006,35;20;1;True;663;18
ACO;1035,03;20;1;True;663;18
Firefly;1006,47;20;1;True;663;18
Camel;1018,43;111;5;True;683;97
ACO;1006,71;101;3;True;683;97
Firefly;1007,08;105;5;True;683;97
Camel;1019,78;58;3;True;602;52
ACO;1010,38;56;3;True;602;52
Firefly;1006,35;56;3;True;602;52
Camel;1006,59;28;3;True;658;20
ACO;1013,43;0;0;False;658;20
Firefly;1006,47;28;3;True;658;20
Camel;1023,19;79;4;True;686;68
ACO;1008,91;0;0;False;686;68
Firefly;1010,38;77;4;True;686;68
Camel;1013,43;109;7;True;763;100
ACO;1009,40;106;5;True;763;100
Firefly;1007,57;106;5;True;763;100
Camel;1015,63;41;3;True;622;37
ACO;1007,32;41;3;True;622;37
Firefly;1006,35;41;3;True;622;37
Camel;1020,26;135;5;True;663;118
ACO;1008,91;0;0;False;663;118
Firefly;1009,28;134;7;True;663;118
Camel;1031,86;128;9;True;797;113
ACO;1013,06;117;3;True;797;113
Firefly;1007,81;127;8;True;797;113
Camel;1008,06;30;3;True;924;26
ACO;1007,69;30;3;True;924;26
Firefly;1006,71;30;3;True;924;26
Camel;1010,25;138;11;True;634;118
ACO;1014,16;126;5;True;634;118
Firefly;1029,05;124;5;True;634;118
Camel;1012,94;152;6;True;758;129
ACO;1008,30;136;6;True;758;129
Firefly;1006,23;142;8;True;758;129
Camel;1008,18;44;5;True;900;34
ACO;1012,57;0;0;False;900;34
Firefly;1006,47;42;5;True;900;34
Camel;1006,84;30;4;True;942;23
ACO;1007,69;0;0;False;942;23
Firefly;1007,20;30;4;True;942;23
Camel;1009,28;35;2;True;662;32
ACO;1007,32;35;2;True;662;32
Firefly;1006,10;35;2;True;662;32
Camel;1035,65;111;5;True;697;94
ACO;1006,47;100;5;True;697;94
Firefly;1007,94;100;3;True;697;94
Camel;1020,39;84;8;True;797;67
ACO;1009,77;0;0;False;797;67
Firefly;1007,32;77;4;True;797;67
Camel;1021,73;23;3;True;874;19
ACO;1006,59;23;3;True;874;19
Firefly;1006,23;23;3;True;874;19
Camel;1019,04;78;8;True;682;69
ACO;1010,62;74;4;True;682;69
Firefly;1006,59;74;4;True;682;69
Camel;1029,42;138;6;True;756;122
ACO;1007,08;127;4;True;756;122
Firefly;1007,08;127;4;True;756;122
Camel;1028,81;112;5;True;883;96
ACO;1006,71;102;5;True;883;96
Firefly;1008,42;126;21;True;883;96
Camel;1008,91;50;3;True;1009;43
ACO;1007,57;49;5;True;1009;43
Firefly;1006,10;49;5;True;1009;43
Camel;1018,07;90;5;True;694;78
ACO;1007,81;83;4;True;694;78
Firefly;1006,96;83;4;True;694;78
Camel;1019,90;122;6;True;777;106
ACO;1006,71;114;6;True;777;106
Firefly;1022,46;115;6;True;777;106
Camel;1041,99;37;4;True;892;32
ACO;1006,10;37;4;True;892;32
Firefly;1006,23;37;4;True;892;32
Camel;1011,96;44;3;True;929;40
ACO;1046,39;44;3;True;929;40
Firefly;1006,59;45;4;True;929;40
Camel;1016,97;51;4;True;698;44
ACO;1008,06;49;4;True;698;44
Firefly;1028,32;49;3;True;698;44
Camel;1019,17;91;4;True;747;82
ACO;1007,94;87;4;True;747;82
Firefly;1006,10;87;4;True;747;82
Camel;1026,37;118;5;True;834;105
ACO;1010,86;113;5;True;834;105
Firefly;1008,06;110;4;True;834;105
Camel;1007,45;25;3;True;944;21
ACO;1006,10;25;3;True;944;21
Firefly;1006,47;25;3;True;944;21
Camel;1009,89;38;3;True;702;34
ACO;1011,23;38;3;True;702;34
Firefly;1006,71;38;3;True;702;34
Camel;1005,86;99;3;True;740;89
ACO;1012,21;93;3;True;740;89
Firefly;1007,69;94;3;True;740;89
Camel;1011,11;35;2;True;834;32
ACO;1010,25;35;2;True;834;32
Firefly;1006,71;35;2;True;834;32
Camel;1011,11;116;7;True;869;103
ACO;1010,01;111;5;True;869;103
Firefly;1005,98;108;4;True;869;103
Camel;1008,42;93;5;True;726;80
ACO;1010,01;85;4;True;726;80
Firefly;1006,47;90;8;True;726;80
Camel;1007,08;46;5;True;816;40
ACO;1007,45;46;5;True;816;40
Firefly;1006,59;46;5;True;816;40
Camel;1025,64;90;6;True;862;76
ACO;1007,69;81;4;True;862;76
Firefly;1007,45;82;4;True;862;76
Camel;1008,91;39;2;True;944;36
ACO;1007,08;39;2;True;944;36
Firefly;1006,47;39;2;True;944;36
Camel;1017,33;59;3;True;738;54
ACO;1010,13;58;3;True;738;54
Firefly;1006,59;58;3;True;738;54
Camel;1007,20;22;1;True;796;20
ACO;1006,35;22;1;True;796;20
Firefly;1006,35;22;1;True;796;20
Camel;1007,45;30;4;True;818;25
ACO;1007,69;30;4;True;818;25
Firefly;1006,71;30;4;True;818;25
Camel;1009,64;53;3;True;848;49
ACO;1014,28;53;3;True;848;49
Firefly;1006,23;53;3;True;848;49
Camel;1016,36;58;3;True;758;52
ACO;1024,78;56;3;True;758;52
Firefly;1006,23;56;3;True;758;52
Camel;1007,69;20;1;True;814;18
ACO;1006,59;20;1;True;814;18
Firefly;1006,47;20;1;True;814;18
Camel;1011,72;52;4;True;834;43
ACO;1011,84;0;0;False;834;43
Firefly;1006,71;48;2;True;834;43
Camel;1009,28;39;3;True;882;35
ACO;1011,60;39;3;True;882;35
Firefly;1006,47;39;3;True;882;35
Camel;1015,02;68;4;True;766;57
ACO;1020,26;0;0;False;766;57
Firefly;1006,96;64;4;True;766;57
Camel;1006,35;54;5;True;830;47
ACO;1010,50;55;5;True;830;47
Firefly;1006,10;54;5;True;830;47
Camel;1007,08;30;3;True;884;26
ACO;1006,35;30;3;True;884;26
Firefly;1006,84;31;3;True;884;26
Camel;1010,74;118;6;True;915;100
ACO;1010,86;0;0;False;915;100
Firefly;1007,81;114;6;True;915;100
Camel;1013,55;63;5;True;790;54
ACO;1007,08;58;3;True;790;54
Firefly;1006,35;58;3;True;790;54
Camel;1010,25;46;3;True;848;40
ACO;1011,72;0;0;False;848;40
Firefly;1007,45;46;3;True;848;40
Camel;1014,16;53;5;True;894;45
ACO;1010,13;51;5;True;894;45
Firefly;1036,26;51;5;True;894;45
Camel;1008,91;65;5;True;945;59
ACO;1018,19;65;5;True;945;59
Firefly;1007,57;65;5;True;945;59
Camel;1009,77;38;3;True;794;34
ACO;1011,60;38;3;True;794;34
Firefly;1006,35;38;3;True;794;34
Camel;1009,89;88;3;True;832;76
ACO;1006,47;80;3;True;832;76
Firefly;1006,35;86;7;True;832;76
Camel;1011,84;33;5;True;918;25
ACO;1008,06;0;0;False;918;25
Firefly;1007,32;33;5;True;918;25
Camel;1026,12;91;5;True;951;81
ACO;1006,71;87;5;True;951;81
Firefly;1006,35;87;5;True;951;81
Camel;1020,51;62;4;True;870;54
ACO;1012,45;59;4;True;870;54
Firefly;1007,20;60;5;True;870;54
Camel;1009,77;57;4;True;930;52
ACO;1006,71;57;4;True;930;52
Firefly;1006,59;57;4;True;930;52
Camel;1012,70;90;6;True;987;79
ACO;1010,86;84;4;True;987;79
Firefly;1006,47;86;4;True;987;79
Camel;1018,43;91;5;True;1073;81
ACO;1009,89;86;4;True;1073;81
Firefly;1006,10;88;6;True;1073;81
Camel;1042,24;64;3;True;886;56
ACO;1008,55;60;3;True;886;56
Firefly;1006,59;60;3;True;886;56
Camel;1016,36;56;2;True;946;51
ACO;1007,45;56;4;True;946;51
Firefly;1006,10;56;4;True;946;51
Camel;1029,79;108;7;True;1002;92
ACO;1011,72;97;4;True;1002;92
Firefly;1006,10;96;3;True;1002;92
Camel;1031,37;110;4;True;1098;97
ACO;1005,98;102;4;True;1098;97
Firefly;1008,30;102;4;True;1098;97
Camel;1032,23;107;11;True;890;92
ACO;1010,13;98;5;True;890;92
Firefly;1005,86;99;4;True;890;92
Camel;1027,71;127;6;True;989;105
ACO;1006,96;0;0;False;989;105
Firefly;1008,55;127;8;True;989;105
Camel;1017,09;90;8;True;1116;76
ACO;1010,25;85;8;True;1116;76
Firefly;1008,18;84;5;True;1116;76
Camel;1005,98;71;7;True;1200;63
ACO;1007,81;70;6;True;1200;63
Firefly;1006,23;70;6;True;1200;63
Camel;1006,35;17;2;True;898;14
ACO;1009,03;17;2;True;898;14
Firefly;1006,35;17;2;True;898;14
Camel;1023,07;68;4;True;915;61
ACO;1007,57;0;0;False;915;61
Firefly;1005,98;68;4;True;915;61
Camel;1031,98;98;6;True;983;83
ACO;1012,57;88;4;True;983;83
Firefly;1007,81;111;13;True;983;83
Camel;1010,25;48;4;True;1094;42
ACO;1010,01;47;4;True;1094;42
Firefly;1006,23;47;4;True;1094;42
Camel;1030,15;106;8;True;902;90
ACO;1006,59;0;0;False;902;90
Firefly;1006,59;95;2;True;902;90
Camel;1006,47;120;7;True;997;100
ACO;1012,33;0;0;False;997;100
Firefly;1006,84;126;15;True;997;100
Camel;1021,24;127;6;True;1123;110
ACO;1013,79;114;3;True;1123;110
Firefly;1015,38;115;2;True;1123;110
Camel;1018,68;67;4;True;1238;60
ACO;1025,02;65;4;True;1238;60
Firefly;1006,35;65;4;True;1238;60
Camel;1009,77;22;2;True;922;17
ACO;1010,50;0;0;False;922;17
Firefly;1007,20;22;2;True;922;17
Camel;1014,89;57;3;True;944;53
ACO;1013,06;57;3;True;944;53
Firefly;1007,08;57;3;True;944;53
Camel;1005,98;16;5;True;1001;8
ACO;1007,57;0;0;False;1001;8
Firefly;1006,84;16;5;True;1001;8
Camel;1005,98;69;4;True;1017;62
ACO;1008,55;67;4;True;1017;62
Firefly;1006,23;70;7;True;1017;62
Camel;1015,02;54;4;True;958;47
ACO;1007,94;53;5;True;958;47
Firefly;1006,35;54;4;True;958;47
Camel;1019,65;92;4;True;1012;84
ACO;1009,52;88;3;True;1012;84
Firefly;1006,96;88;3;True;1012;84
Camel;1007,20;51;3;True;1100;46
ACO;1009,40;50;3;True;1100;46
Firefly;1007,32;50;3;True;1100;46
Camel;1025,51;99;9;True;1150;85
ACO;1007,81;0;0;False;1150;85
Firefly;1008,79;104;10;True;1150;85
Camel;1035,40;117;6;True;970;101
ACO;1013,18;106;4;True;970;101
Firefly;1007,32;107;3;True;970;101
Camel;1031,13;124;8;True;1077;110
ACO;1059,08;115;4;True;1077;110
Firefly;1015,87;115;4;True;1077;110
Camel;1021,61;125;8;True;1192;105
ACO;1006,10;110;4;True;1192;105
Firefly;1007,32;110;4;True;1192;105
Camel;1057,86;104;4;True;1302;96
ACO;1010,25;101;4;True;1302;96
Firefly;1007,45;101;4;True;1302;96
Camel;1006,35;122;8;True;974;106
ACO;1009,03;114;5;True;974;106
Firefly;1006,10;114;6;True;974;106
Camel;1006,47;9;3;True;1088;3
ACO;1006,10;190;133;True;1088;3
Firefly;1017,33;9;3;True;1088;3
Camel;1007,69;29;3;True;1097;25
ACO;1010,13;29;3;True;1097;25
Firefly;1007,20;29;3;True;1097;25
Camel;1013,31;94;4;True;1126;84
ACO;1009,03;89;3;True;1126;84
Firefly;1007,69;91;5;True;1126;84
Camel;1012,33;50;3;True;978;46
ACO;1025,51;51;4;True;978;46
Firefly;1006,96;50;3;True;978;46
Camel;1008,06;30;3;True;1028;26
ACO;1006,84;30;3;True;1028;26
Firefly;1005,98;30;3;True;1028;26
Camel;1021,00;117;11;True;1058;100
ACO;1012,57;112;7;True;1058;100
Firefly;1007,08;117;11;True;1058;100
Camel;1020,75;70;6;True;1175;60
ACO;1011,60;69;7;True;1175;60
Firefly;1007,57;67;5;True;1175;60
Camel;1020,51;82;8;True;982;69
ACO;1011,96;82;10;True;982;69
Firefly;1007,57;74;4;True;982;69
Camel;1006,47;85;6;True;1056;76
ACO;1008,79;83;6;True;1056;76
Firefly;1006,59;83;6;True;1056;76
Camel;1006,47;59;3;True;1139;52
ACO;1022,10;0;0;False;1139;52
Firefly;1006,71;57;2;True;1139;52
Camel;1014,40;45;3;True;1196;41
ACO;1009,64;45;3;True;1196;41
Firefly;1006,96;45;3;True;1196;41
Camel;1006,71;64;6;True;986;57
ACO;1011,35;63;4;True;986;57
Firefly;1006,47;62;4;True;986;57
Camel;1013,06;82;4;True;1048;76
ACO;1008,18;81;4;True;1048;76
Firefly;1006,10;81;4;True;1048;76
Camel;1026,12;44;5;True;1129;36
ACO;1005,98;42;5;True;1129;36
Firefly;1008,42;43;5;True;1129;36
Camel;1005,98;12;2;True;1172;9
ACO;1005,98;12;2;True;1172;9
Firefly;1006,35;12;2;True;1172;9
Camel;1022,34;136;6;True;1014;117
ACO;1012,33;123;4;True;1014;117
Firefly;1007,57;123;4;True;1014;117
Camel;1017,09;117;7;True;1137;108
ACO;1008,06;114;5;True;1137;108
Firefly;1006,96;114;3;True;1137;108
Camel;1010,62;45;3;True;1251;41
ACO;1012,94;45;3;True;1251;41
Firefly;1006,23;45;3;True;1251;41
Camel;1006,10;36;3;True;1296;30
ACO;1010,74;0;0;False;1296;30
Firefly;1006,47;36;3;True;1296;30
Camel;1012,57;48;4;True;1030;42
ACO;1010,13;47;4;True;1030;42
Firefly;1026,73;47;4;True;1030;42
Camel;1007,94;45;5;True;1077;37
ACO;1026,00;0;0;False;1077;37
Firefly;1007,08;43;3;True;1077;37
Camel;1010,74;94;4;True;1120;83
ACO;1008,42;88;4;True;1120;83
Firefly;1007,08;88;4;True;1120;83
Camel;1007,08;79;7;True;1208;70
ACO;1007,69;76;5;True;1208;70
Firefly;1006,71;76;5;True;1208;70
Camel;1009,52;46;3;True;1042;42
ACO;1012,70;46;3;True;1042;42
Firefly;1006,35;46;3;True;1042;42
Camel;1020,02;92;3;True;1088;81
ACO;1008,42;85;3;True;1088;81
Firefly;1006,10;90;5;True;1088;81
Camel;1029,30;141;4;True;1178;125
ACO;1013,79;139;8;True;1178;125
Firefly;1008,30;137;7;True;1178;125
Camel;1016,60;61;5;True;1315;52
ACO;1037,84;58;5;True;1315;52
Firefly;1007,20;58;5;True;1315;52
Camel;1010,01;57;5;True;1062;50
ACO;1009,77;54;3;True;1062;50
Firefly;1006,71;55;3;True;1062;50
Camel;1025,64;86;4;True;1117;78
ACO;1005,98;84;4;True;1117;78
Firefly;1006,35;84;4;True;1117;78
Camel;1024,29;108;5;True;1201;93
ACO;1010,86;97;3;True;1201;93
Firefly;1006,35;99;3;True;1201;93
Camel;1015,99;48;4;True;1300;43
ACO;1006,23;48;4;True;1300;43
Firefly;1006,84;48;4;True;1300;43
Camel;1013,31;57;3;True;1090;51
ACO;1012,45;55;3;True;1090;51
Firefly;1007,08;55;3;True;1090;51
Camel;1007,20;11;1;True;1145;9
ACO;1006,23;11;1;True;1145;9
Firefly;1006,59;11;1;True;1145;9
Camel;1009,40;32;2;True;1156;29
ACO;1007,81;32;2;True;1156;29
Firefly;1006,35;32;2;True;1156;29
Camel;1010,25;39;3;True;1188;35
ACO;1006,35;39;3;True;1188;35
Firefly;1026,73;39;3;True;1188;35
Camel;1024,41;78;9;True;1142;68
ACO;1010,74;72;3;True;1142;68
Firefly;1006,71;72;3;True;1142;68
Camel;1032,47;117;5;True;1214;103
ACO;1013,18;109;5;True;1214;103
Firefly;1007,57;113;7;True;1214;103
Camel;1008,30;43;5;True;1327;37
ACO;1012,94;44;6;True;1327;37
Firefly;1006,10;44;4;True;1327;37
Camel;1010,13;49;4;True;1371;44
ACO;1006,23;49;4;True;1371;44
Firefly;1006,23;49;4;True;1371;44
Camel;1017,21;85;8;True;1162;71
ACO;1012,33;80;8;True;1162;71
Firefly;1007,45;81;7;True;1162;71
Camel;1022,58;89;5;True;1243;75
ACO;1007,81;0;0;False;1243;75
Firefly;1006,35;87;5;True;1243;75
Camel;1030,88;120;7;True;1330;103
ACO;1013,43;111;7;True;1330;103
Firefly;1006,59;113;7;True;1330;103
Camel;1021,12;113;7;True;1443;97
ACO;1011,60;103;5;True;1443;97
Firefly;1006,96;103;5;True;1443;97
Camel;1014,65;111;7;True;1186;99
ACO;1010,50;105;3;True;1186;99
Firefly;1007,81;105;5;True;1186;99
Camel;1024,05;112;7;True;1291;94
ACO;1011,23;0;0;False;1291;94
Firefly;1006,84;104;5;True;1291;94
Camel;1016,60;84;3;True;1395;77
ACO;1010,62;81;3;True;1395;77
Firefly;1007,57;81;3;True;1395;77
Camel;1011,35;39;4;True;1476;34
ACO;1020,75;39;4;True;1476;34
Firefly;1006,35;39;4;True;1476;34
Camel;1009,89;50;5;True;1202;44
ACO;1009,03;48;3;True;1202;44
Firefly;1009,28;48;3;True;1202;44
Camel;1016,24;53;5;True;1250;47
ACO;1008,55;53;5;True;1250;47
Firefly;1007,20;53;5;True;1250;47
Camel;1017,58;50;3;True;1303;45
ACO;1010,13;51;5;True;1303;45
Firefly;1019,04;51;5;True;1303;45
Camel;1012,57;67;5;True;1354;60
ACO;1010,99;66;5;True;1354;60
Firefly;1006,35;66;5;True;1354;60
Camel;1007,08;91;8;True;1218;78
ACO;1010,50;86;6;True;1218;78
Firefly;1006,35;86;6;True;1218;78
Camel;1028,56;115;3;True;1304;105
ACO;1036,62;0;0;False;1304;105
Firefly;1020,51;111;3;True;1304;105
Camel;1017,33;110;3;True;1415;98
ACO;1006,59;102;3;True;1415;98
Firefly;1006,59;106;5;True;1415;98
Camel;1011,23;97;4;True;1521;83
ACO;1009,28;88;4;True;1521;83
Firefly;1006,59;88;4;True;1521;83
Camel;1006,59;19;3;True;1230;15
ACO;1006,35;19;3;True;1230;15
Firefly;1006,10;19;3;True;1230;15
Camel;1014,40;61;4;True;1249;55
ACO;1010,25;60;4;True;1249;55
Firefly;1006,10;60;4;True;1249;55
Camel;1013,67;106;6;True;1309;96
ACO;1006,10;102;4;True;1309;96
Firefly;1007,32;101;4;True;1309;96
Camel;1028,32;72;4;True;1410;62
ACO;1006,59;0;0;False;1410;62
Firefly;1007,08;69;4;True;1410;62
Camel;1014,65;110;6;True;1242;94
ACO;1010,74;102;6;True;1242;94
Firefly;1007,81;104;7;True;1242;94
Camel;1039,06;126;6;True;1346;111
ACO;1009,52;116;4;True;1346;111
Firefly;1008,30;118;4;True;1346;111
Camel;1008,79;72;3;True;1464;63
ACO;1009,28;67;3;True;1464;63
Firefly;1007,81;67;3;True;1464;63
Camel;1009,28;51;4;True;1531;46
ACO;1014,16;51;4;True;1531;46
Firefly;1006,35;51;4;True;1531;46
Camel;1012,45;58;4;True;1246;51
ACO;1011,96;56;4;True;1246;51
Firefly;1007,32;56;4;True;1246;51
Camel;1016,11;58;4;True;1302;53
ACO;1017,58;58;4;True;1302;53
Firefly;1007,32;58;4;True;1302;53
Camel;1017,09;52;4;True;1360;45
ACO;1008,55;51;4;True;1360;45
Firefly;1007,32;51;4;True;1360;45
Camel;1018,80;65;4;True;1411;59
ACO;1007,08;65;5;True;1411;59
Firefly;1017,09;65;5;True;1411;59
Camel;1008,06;113;8;True;1258;99
ACO;1013,67;106;4;True;1258;99
Firefly;1006,10;106;6;True;1258;99
Camel;1020,75;92;5;True;1364;83
ACO;1011,23;91;5;True;1364;83
Firefly;1008,06;87;3;True;1364;83
Camel;1033,69;117;9;True;1451;101
ACO;1007,08;115;11;True;1451;101
Firefly;1008,06;155;17;True;1451;101
Camel;1031,49;134;9;True;1606;117
ACO;1010,25;125;5;True;1606;117
Firefly;1007,08;128;7;True;1606;117
Camel;1038,57;110;6;True;1274;98
ACO;1009,52;103;4;True;1274;98
Firefly;1006,10;109;6;True;1274;98
Camel;1007,57;35;5;True;1383;29
ACO;1007,57;35;5;True;1383;29
Firefly;1006,10;35;5;True;1383;29
Camel;1006,10;73;4;True;1418;63
ACO;1012,21;68;4;True;1418;63
Firefly;1036,62;68;4;True;1418;63
Camel;1015,87;78;7;True;1486;64
ACO;1013,18;70;5;True;1486;64
Firefly;1006,59;74;7;True;1486;64
Camel;1012,45;86;4;True;1286;74
ACO;1013,18;79;4;True;1286;74
Firefly;1006,10;79;4;True;1286;74
Camel;1006,59;19;4;True;1365;14
ACO;1006,10;19;4;True;1365;14
Firefly;1005,86;19;4;True;1365;14
Camel;1021,97;103;6;True;1384;93
ACO;1010,50;99;4;True;1384;93
Firefly;1006,84;103;5;True;1384;93
Camel;1009,28;13;3;True;1487;9
ACO;1006,10;13;3;True;1487;9
Firefly;1005,86;13;3;True;1487;9
Camel;1006,35;62;5;True;1306;54
ACO;1014,16;58;3;True;1306;54
Firefly;1008,06;58;3;True;1306;54
Camel;1006,10;126;5;True;1364;115
ACO;1012,94;122;5;True;1364;115
Firefly;1005,86;123;5;True;1364;115
Camel;1032,72;128;5;True;1487;110
ACO;1007,81;116;5;True;1487;110
Firefly;1007,81;118;5;True;1487;110
Camel;1024,90;77;5;True;1605;67
ACO;1010,50;73;5;True;1605;67
Firefly;1006,35;73;5;True;1605;67
Camel;1011,96;33;2;True;1334;30
ACO;1007,81;33;2;True;1334;30
Firefly;1006,84;33;2;True;1334;30
Camel;1006,35;32;5;True;1367;26
ACO;1008,06;32;5;True;1367;26
Firefly;1006,35;32;5;True;1367;26
Camel;1034,18;84;5;True;1399;75
ACO;1011,72;0;0;False;1399;75
Firefly;1009,03;82;3;True;1399;75
Camel;1021,48;72;6;True;1481;63
ACO;1008,30;69;5;True;1481;63
Firefly;1006,59;69;5;True;1481;63
Camel;1008,06;64;3;True;1350;59
ACO;1012,70;63;3;True;1350;59
Firefly;1007,08;63;3;True;1350;59
Camel;1009,28;47;3;True;1413;43
ACO;1008,55;47;3;True;1413;43
Firefly;1006,10;47;3;True;1413;43
Camel;1006,84;106;7;True;1460;93
ACO;1014,16;105;9;True;1460;93
Firefly;1006,35;108;5;True;1460;93
Camel;1005,86;51;4;True;1568;45
ACO;1006,59;50;4;True;1568;45
Firefly;1006,84;50;4;True;1568;45
Camel;1012,70;48;3;True;1374;43
ACO;1010,25;47;3;True;1374;43
Firefly;1006,10;47;3;True;1374;43
Camel;1020,51;70;4;True;1421;65
ACO;1009,77;69;3;True;1421;65
Firefly;1006,59;70;4;True;1421;65
Camel;1010,99;41;4;True;1491;36
ACO;1013,67;41;4;True;1491;36
Firefly;1007,81;41;4;True;1491;36
Camel;1026,37;83;3;True;1532;78
ACO;1010,74;82;3;True;1532;78
Firefly;1006,84;82;3;True;1532;78
Camel;1014,89;53;4;True;1406;45
ACO;1008,30;50;4;True;1406;45
Firefly;1006,35;50;4;True;1406;45
Camel;1012,94;89;4;True;1456;81
ACO;1005,86;86;4;True;1456;81
Firefly;1006,59;86;4;True;1456;81
Camel;1010,25;46;4;True;1542;40
ACO;1010,50;46;5;True;1542;40
Firefly;1007,08;45;4;True;1542;40
Camel;1006,35;100;9;True;1587;86
ACO;1013,18;91;4;True;1587;86
Firefly;1007,08;97;6;True;1587;86
Camel;1007,32;16;3;True;1422;12
ACO;1010,50;16;3;True;1422;12
Firefly;1006,35;16;3;True;1422;12
Camel;1035,89;144;11;True;1438;128
ACO;1013,18;134;5;True;1438;128
Firefly;1006,10;145;9;True;1438;128
Camel;1026,86;129;7;True;1583;112
ACO;1009,03;119;3;True;1583;112
Firefly;1006,59;117;2;True;1583;112
Camel;1007,57;33;4;True;1700;28
Camel;1018,80;64;3;True;1426;56
ACO;1009,03;60;3;True;1426;56
Firefly;1006,59;60;3;True;1426;56
Camel;1021,97;104;7;True;1486;85
ACO;1063,72;0;0;False;1486;85
Firefly;1006,10;98;7;True;1486;85
Camel;1008,30;97;5;True;1584;86
ACO;1010,99;93;5;True;1584;86
Firefly;1006,59;92;3;True;1584;86
Camel;1009,77;30;5;True;1676;23
ACO;1006,59;30;5;True;1676;23
Firefly;1006,35;30;6;True;1676;23
Camel;1008,30;33;4;True;1700;28
Camel;1009,28;33;4;True;1700;28
Camel;1008,30;33;4;True;1700;28
Camel;1008,55;33;4;True;1700;28
Camel;1010,74;33;4;True;1700;28
Firefly;1006,59;33;4;True;1700;28
Camel;1013,67;59;4;True;1478;49
ACO;1012,21;0;0;False;1478;49
Firefly;1006,59;54;2;True;1478;49
Camel;1010,01;28;4;True;1532;23
ACO;1006,35;28;4;True;1532;23
Firefly;1006,59;28;4;True;1532;23
Camel;1011,23;84;4;True;1560;74
ACO;1010,25;79;4;True;1560;74
Firefly;1006,35;82;5;True;1560;74
Camel;1018,31;76;4;True;1642;68
ACO;1010,99;73;4;True;1642;68
Firefly;1007,32;73;4;True;1642;68
Camel;1021,00;77;6;True;1482;67
ACO;1007,08;74;6;True;1482;67
Firefly;1006,59;73;3;True;1482;67
Camel;1028,32;119;5;True;1555;107
ACO;1012,45;111;3;True;1555;107
Firefly;1006,84;115;7;True;1555;107
Camel;1018,31;94;6;True;1670;73
ACO;1012,94;0;0;False;1670;73
Firefly;1007,08;90;4;True;1670;73
Camel;1007,32;33;3;True;1760;29
Camel;1009,77;33;3;True;1760;29
Camel;1010,25;33;3;True;1760;29
Camel;1021,48;33;3;True;1760;29
Camel;1006,59;33;3;True;1760;29
Camel;1048,10;33;3;True;1760;29
Camel;1009,77;33;3;True;1760;29
Camel;1009,28;33;3;True;1760;29
Camel;1007,32;33;3;True;1760;29
Camel;1007,57;33;3;True;1760;29
Camel;1007,57;33;3;True;1760;29
Camel;1009,03;33;3;True;1760;29
Camel;1006,84;33;3;True;1760;29
Camel;1007,81;33;3;True;1760;29
Camel;1009,28;33;3;True;1760;29
Camel;1010,50;33;3;True;1760;29
Camel;1006,10;33;3;True;1760;29
Camel;1013,92;43;4;True;1502;38
ACO;1009,28;43;4;True;1502;38
Firefly;1032,47;43;4;True;1502;38
Camel;1011,23;24;3;True;1545;20
ACO;1010,74;24;3;True;1545;20
Firefly;1006,35;24;3;True;1545;20
Camel;1009,28;33;2;True;1569;28
ACO;1011,23;0;0;False;1569;28
Firefly;1007,08;33;2;True;1569;28
Camel;1006,35;22;3;True;1602;18
ACO;1009,52;22;3;True;1602;18
Firefly;1006,59;22;3;True;1602;18
Camel;1006,59;33;3;True;1760;29
Camel;1006,10;33;3;True;1760;29
Camel;1006,10;33;3;True;1760;29
Camel;1010,01;33;3;True;1760;29
Camel;1010,50;33;3;True;1760;29
Camel;1011,23;33;3;True;1760;29
Camel;1010,01;33;3;True;1760;29
Camel;1020,51;33;3;True;1760;29
Camel;1007,57;33;3;True;1760;29
Camel;1016,60;33;3;True;1760;29
Camel;1014,40;33;3;True;1760;29
Camel;1010,50;33;3;True;1760;29
Camel;1009,52;47;2;True;1518;44
ACO;1011,23;47;2;True;1518;44
Firefly;1006,35;47;2;True;1518;44
Camel;1007,08;33;3;True;1760;29
Camel;1006,59;33;3;True;1760;29
Camel;1019,78;111;4;True;1565;104
ACO;1008,79;109;4;True;1565;104
Firefly;1006,59;109;4;True;1565;104
Camel;1073,00;89;7;True;1674;78
ACO;1010,50;82;3;True;1674;78
Firefly;1006,10;83;4;True;1674;78
Camel;1008,06;33;3;True;1760;29
Camel;1007,08;36;3;True;1757;32
Camel;1010,99;33;3;True;1760;29
Camel;1005,86;33;3;True;1760;29
Camel;1017,33;33;3;True;1760;29
Camel;1010,01;33;3;True;1760;29
Camel;1007,57;36;3;True;1757;32
Camel;1014,16;33;3;True;1760;29
Camel;1008,06;33;3;True;1760;29
Camel;1008,79;33;3;True;1760;29
Camel;1009,77;33;3;True;1760;29
Camel;1007,08;33;3;True;1760;29
Camel;1008,55;33;3;True;1760;29
Camel;1011,23;36;3;True;1757;32
Camel;1010,99;36;3;True;1757;32
Camel;1008,79;36;3;True;1757;32
Camel;1012,70;36;3;True;1757;32
Camel;1009,77;36;3;True;1757;32
Camel;1010,01;33;3;True;1760;29
Camel;1009,28;36;3;True;1757;32
Camel;1007,08;33;3;True;1760;29
Camel;1006,59;36;3;True;1757;32
Camel;1007,81;33;3;True;1760;29
Camel;1008,79;33;3;True;1760;29
Camel;1010,25;36;3;True;1757;32
Camel;1006,35;33;3;True;1760;29
Camel;1009,03;33;3;True;1760;29
Camel;1010,99;62;3;True;1550;56
